Match ID,Team,Champion,Type,Order
51490,Royal Never Give Up,Renekton,Pick,7
51490,Weibo Gaming,KSante,Pick,8
51490,Weibo Gaming,Poppy,Pick,9
51490,Royal Never Give Up,Viego,Pick,10
51490,Royal Never Give Up,LeBlanc,Pick,11
51490,Weibo Gaming,Tristana,Pick,12
51490,Weibo Gaming,Nautilus,Ban,13
51490,Royal Never Give Up,Ivern,Ban,14
51490,Weibo Gaming,Blitzcrank,Ban,15
51490,Royal Never Give Up,Maokai,Ban,16
51490,Weibo Gaming,Kaisa,Pick,17
51490,Royal Never Give Up,Draven,Pick,18
51490,Royal Never Give Up,Milio,Pick,19
51490,Weibo Gaming,Rakan,Pick,20
51491,Royal Never Give Up,Jayce,Ban,1
51491,Weibo Gaming,Neeko,Ban,2
51491,Royal Never Give Up,Azir,Ban,3
51491,Weibo Gaming,Vi,Ban,4
51491,Royal Never Give Up,Tristana,Ban,5
51491,Weibo Gaming,LeBlanc,Ban,6
51491,Royal Never Give Up,Poppy,Pick,7
51491,Weibo Gaming,Jax,Pick,8
51491,Weibo Gaming,Sejuani,Pick,9
51491,Royal Never Give Up,Wukong,Pick,10
51491,Royal Never Give Up,Annie,Pick,11
51491,Weibo Gaming,Yone,Pick,12
51491,Weibo Gaming,Nautilus,Ban,13
51491,Royal Never Give Up,Syndra,Ban,14
51491,Weibo Gaming,Leona,Ban,15
51491,Royal Never Give Up,Sylas,Ban,16
51491,Weibo Gaming,Kaisa,Pick,17
51491,Royal Never Give Up,Aphelios,Pick,18
51491,Royal Never Give Up,Alistar,Pick,19
51491,Weibo Gaming,Rell,Pick,20
51492,Royal Never Give Up,Tristana,Ban,1
51492,Weibo Gaming,Vi,Ban,2
51492,Royal Never Give Up,Jayce,Ban,3
51492,Weibo Gaming,LeBlanc,Ban,4
51492,Royal Never Give Up,Sejuani,Ban,5
51492,Weibo Gaming,Neeko,Ban,6
51492,Royal Never Give Up,KSante,Pick,7
51492,Weibo Gaming,Malphite,Pick,8
51492,Weibo Gaming,Nocturne,Pick,9
51492,Royal Never Give Up,Wukong,Pick,10
51492,Royal Never Give Up,Annie,Pick,11
51492,Weibo Gaming,Azir,Pick,12
51492,Weibo Gaming,Alistar,Ban,13
51492,Royal Never Give Up,Poppy,Ban,14
51492,Weibo Gaming,Rakan,Ban,15
51492,Royal Never Give Up,Renekton,Ban,16
51492,Weibo Gaming,Kaisa,Pick,17
51492,Royal Never Give Up,Aphelios,Pick,18
51492,Royal Never Give Up,Braum,Pick,19
51492,Weibo Gaming,Rell,Pick,20
51493,Team WE,KSante,Ban,1
51493,Funplus Phoenix,Poppy,Ban,2
51493,Team WE,Maokai,Ban,3
51493,Funplus Phoenix,Kaisa,Ban,4
51493,Team WE,Sejuani,Ban,5
51493,Funplus Phoenix,LeBlanc,Ban,6
51493,Team WE,Kennen,Pick,7
51493,Funplus Phoenix,Jax,Pick,8
51493,Funplus Phoenix,Vi,Pick,9
51493,Team WE,Lee Sin,Pick,10
51493,Team WE,Neeko,Pick,11
51493,Funplus Phoenix,Ahri,Pick,12
51493,Funplus Phoenix,Rakan,Ban,13
51493,Team WE,Varus,Ban,14
51493,Funplus Phoenix,Nocturne,Ban,15
51493,Team WE,Aphelios,Ban,16
51493,Funplus Phoenix,Jinx,Pick,17
51493,Team WE,Xayah,Pick,18
51493,Team WE,Rell,Pick,19
51493,Funplus Phoenix,Alistar,Pick,20
51494,Funplus Phoenix,Poppy,Ban,1
51494,Team WE,KSante,Ban,2
51494,Funplus Phoenix,Azir,Ban,3
51494,Team WE,Jax,Ban,4
51494,Funplus Phoenix,Vi,Ban,5
51494,Team WE,Tristana,Ban,6
51494,Funplus Phoenix,Renekton,Pick,7
51494,Team WE,Malphite,Pick,8
51494,Team WE,Sejuani,Pick,9
51494,Funplus Phoenix,KhaZix,Pick,10
51494,Funplus Phoenix,Annie,Pick,11
51494,Team WE,LeBlanc,Pick,12
51494,Team WE,Rell,Ban,13
51494,Funplus Phoenix,Ornn,Ban,14
51494,Team WE,Nocturne,Ban,15
51494,Funplus Phoenix,Braum,Ban,16
51494,Team WE,Jinx,Pick,17
51494,Funplus Phoenix,Kaisa,Pick,18
51494,Funplus Phoenix,Alistar,Pick,19
51494,Team WE,Nautilus,Pick,20
51496,Ninjas in Pyjamas,Azir,Ban,1
51496,LNG Esports,Vi,Ban,2
51496,Ninjas in Pyjamas,Kaisa,Ban,3
51496,LNG Esports,Renekton,Ban,4
51496,Ninjas in Pyjamas,LeBlanc,Ban,5
51496,LNG Esports,Maokai,Ban,6
51496,Ninjas in Pyjamas,Poppy,Pick,7
51496,LNG Esports,Jax,Pick,8
51496,LNG Esports,Sejuani,Pick,9
51496,Ninjas in Pyjamas,Viego,Pick,10
51496,Ninjas in Pyjamas,Neeko,Pick,11
51496,LNG Esports,Jayce,Pick,12
51496,LNG Esports,Nocturne,Ban,13
51496,Ninjas in Pyjamas,Ziggs,Ban,14
51496,LNG Esports,Wukong,Ban,15
51496,Ninjas in Pyjamas,Varus,Ban,16
51496,LNG Esports,Xayah,Pick,17
51496,Ninjas in Pyjamas,Tristana,Pick,18
51496,Ninjas in Pyjamas,Rell,Pick,19
51496,LNG Esports,Nautilus,Pick,20
51497,LNG Esports,Vi,Ban,1
51497,Ninjas in Pyjamas,Renekton,Ban,2
51497,LNG Esports,Poppy,Ban,3
51497,Ninjas in Pyjamas,Jax,Ban,4
51497,LNG Esports,Tristana,Ban,5
51497,Ninjas in Pyjamas,LeBlanc,Ban,6
51497,LNG Esports,KSante,Pick,7
51497,Ninjas in Pyjamas,Gwen,Pick,8
51497,Ninjas in Pyjamas,Maokai,Pick,9
51497,LNG Esports,Nocturne,Pick,10
51497,LNG Esports,Neeko,Pick,11
51497,Ninjas in Pyjamas,Jayce,Pick,12
51497,Ninjas in Pyjamas,Rakan,Ban,13
51497,LNG Esports,Alistar,Ban,14
51497,Ninjas in Pyjamas,Rell,Ban,15
51497,LNG Esports,Nautilus,Ban,16
51497,Ninjas in Pyjamas,Xayah,Pick,17
51497,LNG Esports,Kaisa,Pick,18
51497,LNG Esports,Blitzcrank,Pick,19
51497,Ninjas in Pyjamas,Leona,Pick,20
51499,Ultra Prime,Neeko,Ban,1
51499,Invictus Gaming,Renekton,Ban,2
51499,Ultra Prime,Jax,Ban,3
51499,Invictus Gaming,Kaisa,Ban,4
51499,Ultra Prime,Draven,Ban,5
51499,Invictus Gaming,LeBlanc,Ban,6
51499,Ultra Prime,KSante,Pick,7
51499,Invictus Gaming,Fiora,Pick,8
51499,Invictus Gaming,Rengar,Pick,9
51499,Ultra Prime,Maokai,Pick,10
51499,Ultra Prime,Jayce,Pick,11
51499,Invictus Gaming,Ahri,Pick,12
51499,Invictus Gaming,Xayah,Ban,13
51499,Ultra Prime,Blitzcrank,Ban,14
51499,Invictus Gaming,Varus,Ban,15
51499,Ultra Prime,Rell,Ban,16
51499,Invictus Gaming,Aphelios,Pick,17
51499,Ultra Prime,Ashe,Pick,18
51499,Ultra Prime,Braum,Pick,19
51499,Invictus Gaming,Rakan,Pick,20
51501,Invictus Gaming,Renekton,Ban,1
51501,Ultra Prime,Neeko,Ban,2
51501,Invictus Gaming,KSante,Ban,3
51501,Ultra Prime,Jax,Ban,4
51501,Invictus Gaming,Jayce,Ban,5
51501,Ultra Prime,Draven,Ban,6
51501,Invictus Gaming,Gwen,Pick,7
51501,Ultra Prime,Kennen,Pick,8
51501,Ultra Prime,Poppy,Pick,9
51501,Invictus Gaming,Rengar,Pick,10
51501,Invictus Gaming,Annie,Pick,11
51501,Ultra Prime,LeBlanc,Pick,12
51501,Ultra Prime,Fiora,Ban,13
51501,Invictus Gaming,Nocturne,Ban,14
51501,Ultra Prime,Camille,Ban,15
51501,Invictus Gaming,Vi,Ban,16
51501,Ultra Prime,Tristana,Pick,17
51501,Invictus Gaming,Kaisa,Pick,18
51501,Invictus Gaming,Nautilus,Pick,19
51501,Ultra Prime,Alistar,Pick,20
51502,Team WE,Neeko,Ban,1
51502,Bilibili Gaming,Jayce,Ban,2
51502,Team WE,Renekton,Ban,3
51502,Bilibili Gaming,Azir,Ban,4
51502,Team WE,Vi,Ban,5
51502,Bilibili Gaming,Poppy,Ban,6
51502,Team WE,Rumble,Pick,7
51502,Bilibili Gaming,Jax,Pick,8
51502,Bilibili Gaming,KhaZix,Pick,9
51502,Team WE,Maokai,Pick,10
51502,Team WE,Tristana,Pick,11
51502,Bilibili Gaming,Annie,Pick,12
51502,Bilibili Gaming,KSante,Ban,13
51502,Team WE,Wukong,Ban,14
51502,Bilibili Gaming,Kennen,Ban,15
51502,Team WE,Sejuani,Ban,16
51502,Bilibili Gaming,Varus,Pick,17
51502,Team WE,Kaisa,Pick,18
51502,Team WE,Alistar,Pick,19
51502,Bilibili Gaming,Rell,Pick,20
51503,Bilibili Gaming,Azir,Ban,1
51503,Team WE,Neeko,Ban,2
51503,Bilibili Gaming,Poppy,Ban,3
51503,Team WE,Kaisa,Ban,4
51503,Bilibili Gaming,Jayce,Ban,5
51503,Team WE,Renekton,Ban,6
51503,Bilibili Gaming,Fiora,Pick,7
51503,Team WE,Jax,Pick,8
51503,Team WE,Nocturne,Pick,9
51503,Bilibili Gaming,Vi,Pick,10
51503,Bilibili Gaming,LeBlanc,Pick,11
51503,Team WE,Annie,Pick,12
51503,Team WE,Kennen,Ban,13
51503,Bilibili Gaming,Alistar,Ban,14
51503,Team WE,KSante,Ban,15
51503,Bilibili Gaming,Rakan,Ban,16
51503,Team WE,Xayah,Pick,17
51503,Bilibili Gaming,Tristana,Pick,18
51503,Bilibili Gaming,Rell,Pick,19
51503,Team WE,Nautilus,Pick,20
51505,TT,Ivern,Ban,1
51505,JD Gaming,Neeko,Ban,2
51505,TT,Xayah,Ban,3
51505,JD Gaming,Varus,Ban,4
51505,TT,Vi,Ban,5
51505,JD Gaming,Tristana,Ban,6
51505,TT,KSante,Pick,7
51505,JD Gaming,Ornn,Pick,8
51505,JD Gaming,Belveth,Pick,9
51505,TT,Sejuani,Pick,10
51505,TT,LeBlanc,Pick,11
51505,JD Gaming,Annie,Pick,12
51505,JD Gaming,Alistar,Ban,13
51505,TT,Viego,Ban,14
51505,JD Gaming,Nautilus,Ban,15
51505,TT,Renekton,Ban,16
51505,JD Gaming,Kaisa,Pick,17
51505,TT,Aphelios,Pick,18
51505,TT,Leona,Pick,19
51505,JD Gaming,Rell,Pick,20
51506,JD Gaming,Sejuani,Ban,1
51506,TT,Kaisa,Ban,2
51506,JD Gaming,Vi,Ban,3
51506,TT,LeBlanc,Ban,4
51506,JD Gaming,Tristana,Ban,5
51506,TT,Ivern,Ban,6
51506,JD Gaming,Gnar,Pick,7
51506,TT,Renekton,Pick,8
51506,TT,Maokai,Pick,9
51506,JD Gaming,Lee Sin,Pick,10
51506,JD Gaming,Neeko,Pick,11
51506,TT,Jayce,Pick,12
51506,TT,Wukong,Ban,13
51506,JD Gaming,Leona,Ban,14
51506,TT,Nocturne,Ban,15
51506,JD Gaming,KSante,Ban,16
51506,TT,Ziggs,Pick,17
51506,JD Gaming,Xayah,Pick,18
51506,JD Gaming,Rakan,Pick,19
51506,TT,Blitzcrank,Pick,20
51508,Rare Atom,Vi,Ban,1
51508,OMG,Nidalee,Ban,2
51508,Rare Atom,Rumble,Ban,3
51508,OMG,Neeko,Ban,4
51508,Rare Atom,LeBlanc,Ban,5
51508,OMG,Kaisa,Ban,6
51508,Rare Atom,Renekton,Pick,7
51508,OMG,KSante,Pick,8
51508,OMG,Maokai,Pick,9
51508,Rare Atom,Sejuani,Pick,10
51508,Rare Atom,Jayce,Pick,11
51508,OMG,Tristana,Pick,12
51508,OMG,Varus,Ban,13
51508,Rare Atom,Milio,Ban,14
51508,OMG,Draven,Ban,15
51508,Rare Atom,Rell,Ban,16
51508,OMG,Xayah,Pick,17
51508,Rare Atom,Jinx,Pick,18
51508,Rare Atom,Nautilus,Pick,19
51508,OMG,Rakan,Pick,20
51509,OMG,Nidalee,Ban,1
51509,Rare Atom,Tristana,Ban,2
51509,OMG,Jayce,Ban,3
51509,Rare Atom,LeBlanc,Ban,4
51509,OMG,Ahri,Ban,5
51509,Rare Atom,Vi,Ban,6
51509,OMG,Rumble,Pick,7
51509,Rare Atom,Renekton,Pick,8
51509,Rare Atom,KhaZix,Pick,9
51509,OMG,Maokai,Pick,10
51509,OMG,Yone,Pick,11
51509,Rare Atom,Neeko,Pick,12
51509,Rare Atom,Sejuani,Ban,13
51509,OMG,Nocturne,Ban,14
51509,Rare Atom,Sylas,Ban,15
51509,OMG,Viego,Ban,16
51509,Rare Atom,Xayah,Pick,17
51509,OMG,Kaisa,Pick,18
51509,OMG,Rell,Pick,19
51509,Rare Atom,Rakan,Pick,20
51511,Royal Never Give Up,Tristana,Ban,1
51511,LGD Gaming,Vi,Ban,2
51511,Royal Never Give Up,Jax,Ban,3
51511,LGD Gaming,LeBlanc,Ban,4
51511,Royal Never Give Up,Rell,Ban,5
51511,LGD Gaming,Poppy,Ban,6
51511,Royal Never Give Up,Rumble,Pick,7
51511,LGD Gaming,KSante,Pick,8
51511,LGD Gaming,Maokai,Pick,9
51511,Royal Never Give Up,Nocturne,Pick,10
51511,Royal Never Give Up,Neeko,Pick,11
51511,LGD Gaming,Jayce,Pick,12
51511,LGD Gaming,Fiora,Ban,13
51511,Royal Never Give Up,Renekton,Ban,14
51511,LGD Gaming,Gwen,Ban,15
51511,Royal Never Give Up,Blitzcrank,Ban,16
51511,LGD Gaming,Kaisa,Pick,17
51511,Royal Never Give Up,Aphelios,Pick,18
51511,Royal Never Give Up,Nautilus,Pick,19
51511,LGD Gaming,Alistar,Pick,20
51512,LGD Gaming,Rumble,Ban,1
51512,Royal Never Give Up,Ivern,Ban,2
51512,LGD Gaming,Vi,Ban,3
51512,Royal Never Give Up,Jax,Ban,4
51512,LGD Gaming,LeBlanc,Ban,5
51512,Royal Never Give Up,Neeko,Ban,6
51512,LGD Gaming,Renekton,Pick,7
51512,Royal Never Give Up,Gnar,Pick,8
51512,Royal Never Give Up,Sejuani,Pick,9
51512,LGD Gaming,Maokai,Pick,10
51512,LGD Gaming,Jayce,Pick,11
51512,Royal Never Give Up,Tristana,Pick,12
51512,Royal Never Give Up,Aphelios,Ban,13
51512,LGD Gaming,KSante,Ban,14
51512,Royal Never Give Up,Alistar,Ban,15
51512,LGD Gaming,Rell,Ban,16
51512,Royal Never Give Up,Kaisa,Pick,17
51512,LGD Gaming,Samira,Pick,18
51512,LGD Gaming,Nautilus,Pick,19
51512,Royal Never Give Up,Leona,Pick,20
51514,Weibo Gaming,Jax,Ban,1
51514,Edward Gaming,Rumble,Ban,2
51514,Weibo Gaming,Xayah,Ban,3
51514,Edward Gaming,Jayce,Ban,4
51514,Weibo Gaming,LeBlanc,Ban,5
51514,Edward Gaming,Kaisa,Ban,6
51514,Weibo Gaming,Ornn,Pick,7
51514,Edward Gaming,Renekton,Pick,8
51514,Edward Gaming,Viego,Pick,9
51514,Weibo Gaming,Vi,Pick,10
51514,Weibo Gaming,Neeko,Pick,11
51514,Edward Gaming,Annie,Pick,12
51514,Edward Gaming,KSante,Ban,13
51514,Weibo Gaming,Varus,Ban,14
51514,Edward Gaming,Alistar,Ban,15
51514,Weibo Gaming,Rell,Ban,16
51514,Edward Gaming,Sivir,Pick,17
51514,Weibo Gaming,Aphelios,Pick,18
51514,Weibo Gaming,Rakan,Pick,19
51514,Edward Gaming,Nautilus,Pick,20
51515,Edward Gaming,Rumble,Ban,1
51515,Weibo Gaming,Neeko,Ban,2
51515,Edward Gaming,Vi,Ban,3
51515,Weibo Gaming,Xayah,Ban,4
51515,Edward Gaming,Tristana,Ban,5
51515,Weibo Gaming,LeBlanc,Ban,6
51515,Edward Gaming,Jax,Pick,7
51515,Weibo Gaming,KSante,Pick,8
51515,Weibo Gaming,Ivern,Pick,9
51515,Edward Gaming,Lee Sin,Pick,10
51515,Edward Gaming,Annie,Pick,11
51515,Weibo Gaming,Azir,Pick,12
51515,Weibo Gaming,Akali,Ban,13
51515,Edward Gaming,Poppy,Ban,14
51515,Weibo Gaming,Maokai,Ban,15
51515,Edward Gaming,Sejuani,Ban,16
51515,Weibo Gaming,Aphelios,Pick,17
51515,Edward Gaming,Kaisa,Pick,18
51515,Edward Gaming,Nautilus,Pick,19
51515,Weibo Gaming,Rell,Pick,20
51523,Team Flash,Kaisa,Ban,1
51523,Team Whales,Jayce,Ban,2
51523,Team Flash,Poppy,Ban,3
51523,Team Whales,Xayah,Ban,4
51523,Team Flash,Tristana,Ban,5
51523,Team Whales,LeBlanc,Ban,6
51523,Team Flash,Jax,Pick,7
51523,Team Whales,Renekton,Pick,8
51523,Team Whales,Sejuani,Pick,9
51523,Team Flash,Viego,Pick,10
51523,Team Flash,Ahri,Pick,11
51523,Team Whales,Azir,Pick,12
51523,Team Whales,Sion,Ban,13
51523,Team Flash,Alistar,Ban,14
51523,Team Whales,Kennen,Ban,15
51523,Team Flash,Rakan,Ban,16
51523,Team Whales,Jinx,Pick,17
51523,Team Flash,Aphelios,Pick,18
51523,Team Flash,Rell,Pick,19
51523,Team Whales,Renata Glasc,Pick,20
51524,Team Whales,Aphelios,Ban,1
51524,Team Flash,Kaisa,Ban,2
51524,Team Whales,Vi,Ban,3
51524,Team Flash,Xayah,Ban,4
51524,Team Whales,Tristana,Ban,5
51524,Team Flash,Sejuani,Ban,6
51524,Team Whales,Renekton,Pick,7
51524,Team Flash,Kennen,Pick,8
51524,Team Flash,Poppy,Pick,9
51524,Team Whales,Maokai,Pick,10
51524,Team Whales,Jayce,Pick,11
51524,Team Flash,LeBlanc,Pick,12
51524,Team Flash,Alistar,Ban,13
51524,Team Whales,Nocturne,Ban,14
51524,Team Flash,Blitzcrank,Ban,15
51524,Team Whales,Viego,Ban,16
51524,Team Flash,Samira,Pick,17
51524,Team Whales,Varus,Pick,18
51524,Team Whales,Heimerdinger,Pick,19
51524,Team Flash,Rell,Pick,20
51525,Team Flash,Kaisa,Ban,1
51525,Team Whales,Aphelios,Ban,2
51525,Team Flash,Poppy,Ban,3
51525,Team Whales,Kennen,Ban,4
51525,Team Flash,Xayah,Ban,5
51525,Team Whales,Maokai,Ban,6
51525,Team Flash,Malphite,Pick,7
51525,Team Whales,Jax,Pick,8
51525,Team Whales,Sejuani,Pick,9
51525,Team Flash,Ivern,Pick,10
51525,Team Flash,Tristana,Pick,11
51525,Team Whales,LeBlanc,Pick,12
51525,Team Whales,Gragas,Ban,13
51525,Team Flash,Alistar,Ban,14
51525,Team Whales,Sion,Ban,15
51525,Team Flash,Varus,Ban,16
51525,Team Whales,Ashe,Pick,17
51525,Team Flash,Samira,Pick,18
51525,Team Flash,Rell,Pick,19
51525,Team Whales,Braum,Pick,20
51526,GAM Esports,Milio,Ban,1
51526,Cerberus Esports,Jayce,Ban,2
51526,GAM Esports,Rell,Ban,3
51526,Cerberus Esports,Sejuani,Ban,4
51526,GAM Esports,Ashe,Ban,5
51526,Cerberus Esports,Wukong,Ban,6
51526,GAM Esports,Jax,Pick,7
51526,Cerberus Esports,Olaf,Pick,8
51526,Cerberus Esports,Nocturne,Pick,9
51526,GAM Esports,Ivern,Pick,10
51526,GAM Esports,Tristana,Pick,11
51526,Cerberus Esports,LeBlanc,Pick,12
51526,Cerberus Esports,Rakan,Ban,13
51526,GAM Esports,Pyke,Ban,14
51526,Cerberus Esports,Rumble,Ban,15
51526,GAM Esports,Blitzcrank,Ban,16
51526,Cerberus Esports,Kalista,Pick,17
51526,GAM Esports,Kaisa,Pick,18
51526,GAM Esports,Alistar,Pick,19
51526,Cerberus Esports,Nautilus,Pick,20
51527,Cerberus Esports,Wukong,Ban,1
51527,GAM Esports,Milio,Ban,2
51527,Cerberus Esports,Tristana,Ban,3
51527,GAM Esports,Ashe,Ban,4
51527,Cerberus Esports,LeBlanc,Ban,5
51527,GAM Esports,Poppy,Ban,6
51527,Cerberus Esports,Rumble,Pick,7
51527,GAM Esports,KSante,Pick,8
51527,GAM Esports,Nocturne,Pick,9
51527,Cerberus Esports,Maokai,Pick,10
51527,Cerberus Esports,Jayce,Pick,11
51527,GAM Esports,Ahri,Pick,12
51527,GAM Esports,Alistar,Ban,13
51527,Cerberus Esports,Renekton,Ban,14
51527,GAM Esports,Rakan,Ban,15
51527,Cerberus Esports,Viego,Ban,16
51527,GAM Esports,Kaisa,Pick,17
51527,Cerberus Esports,Xayah,Pick,18
51527,Cerberus Esports,Braum,Pick,19
51527,GAM Esports,Rell,Pick,20
51532,Team Secret,Ivern,Ban,1
51532,GAM Esports,Ashe,Ban,2
51532,Team Secret,Renekton,Ban,3
51532,GAM Esports,Maokai,Ban,4
51532,Team Secret,Sejuani,Ban,5
51532,GAM Esports,Rakan,Ban,6
51532,Team Secret,Malphite,Pick,7
51532,GAM Esports,KSante,Pick,8
51532,GAM Esports,Viego,Pick,9
51532,Team Secret,Wukong,Pick,10
51532,Team Secret,Ahri,Pick,11
51532,GAM Esports,Annie,Pick,12
51532,GAM Esports,Kennen,Ban,13
51532,Team Secret,Jax,Ban,14
51532,GAM Esports,Nautilus,Ban,15
51532,Team Secret,Gwen,Ban,16
51532,GAM Esports,Draven,Pick,17
51532,Team Secret,Kaisa,Pick,18
51532,Team Secret,Rell,Pick,19
51532,GAM Esports,Alistar,Pick,20
51533,GAM Esports,Ashe,Ban,1
51533,Team Secret,Kaisa,Ban,2
51533,GAM Esports,Rakan,Ban,3
51533,Team Secret,Ivern,Ban,4
51533,GAM Esports,Maokai,Ban,5
51533,Team Secret,Sejuani,Ban,6
51533,GAM Esports,Jax,Pick,7
51533,Team Secret,Renekton,Pick,8
51533,Team Secret,Lillia,Pick,9
51533,GAM Esports,Wukong,Pick,10
51533,GAM Esports,Ahri,Pick,11
51533,Team Secret,Tristana,Pick,12
51533,Team Secret,Nocturne,Ban,13
51533,GAM Esports,Poppy,Ban,14
51533,Team Secret,Annie,Ban,15
51533,GAM Esports,LeBlanc,Ban,16
51533,Team Secret,KogMaw,Pick,17
51533,GAM Esports,Xayah,Pick,18
51533,GAM Esports,Rell,Pick,19
51533,Team Secret,Alistar,Pick,20
51535,MGN Box Esports,Jax,Ban,1
51535,Team Secret,LeBlanc,Ban,2
51535,MGN Box Esports,Sejuani,Ban,3
51535,Team Secret,Kaisa,Ban,4
51535,MGN Box Esports,Renekton,Ban,5
51535,Team Secret,Nocturne,Ban,6
51535,MGN Box Esports,Gnar,Pick,7
51535,Team Secret,Jayce,Pick,8
51535,Team Secret,Maokai,Pick,9
51535,MGN Box Esports,Diana,Pick,10
51535,MGN Box Esports,KSante,Pick,11
51535,Team Secret,Gwen,Pick,12
51535,Team Secret,Rell,Ban,13
51535,MGN Box Esports,Blitzcrank,Ban,14
51535,Team Secret,Milio,Ban,15
51535,MGN Box Esports,Xayah,Ban,16
51535,Team Secret,Aphelios,Pick,17
51535,MGN Box Esports,Tristana,Pick,18
51535,MGN Box Esports,Nautilus,Pick,19
51535,Team Secret,Braum,Pick,20
51536,Team Secret,Nocturne,Ban,1
51536,MGN Box Esports,Sejuani,Ban,2
51536,Team Secret,LeBlanc,Ban,3
51536,MGN Box Esports,Maokai,Ban,4
51536,Team Secret,Xayah,Ban,5
51536,MGN Box Esports,Kaisa,Ban,6
51536,Team Secret,Renekton,Pick,7
51536,MGN Box Esports,Jax,Pick,8
51536,MGN Box Esports,Poppy,Pick,9
51536,Team Secret,Viego,Pick,10
51536,Team Secret,Annie,Pick,11
51536,MGN Box Esports,Azir,Pick,12
51536,MGN Box Esports,Aphelios,Ban,13
51536,Team Secret,Milio,Ban,14
51536,MGN Box Esports,Varus,Ban,15
51536,Team Secret,Ashe,Ban,16
51536,MGN Box Esports,Draven,Pick,17
51536,Team Secret,Ezreal,Pick,18
51536,Team Secret,Braum,Pick,19
51536,MGN Box Esports,Rakan,Pick,20
51538,Team Whales,Aphelios,Ban,1
51538,Saigon Buffalo,Tristana,Ban,2
51538,Team Whales,Poppy,Ban,3
51538,Saigon Buffalo,Jayce,Ban,4
51538,Team Whales,Sion,Ban,5
51538,Saigon Buffalo,LeBlanc,Ban,6
51538,Team Whales,Renekton,Pick,7
51538,Saigon Buffalo,Jax,Pick,8
51538,Saigon Buffalo,Graves,Pick,9
51538,Team Whales,Sejuani,Pick,10
51538,Team Whales,Neeko,Pick,11
51538,Saigon Buffalo,Karma,Pick,12
51538,Saigon Buffalo,Azir,Ban,13
51538,Team Whales,Xayah,Ban,14
51538,Saigon Buffalo,Yone,Ban,15
51538,Team Whales,Ashe,Ban,16
51538,Saigon Buffalo,Zeri,Pick,17
51538,Team Whales,Kaisa,Pick,18
51538,Team Whales,Rell,Pick,19
51538,Saigon Buffalo,Alistar,Pick,20
51539,Saigon Buffalo,Tristana,Ban,1
51539,Team Whales,Aphelios,Ban,2
51539,Saigon Buffalo,Jayce,Ban,3
51539,Team Whales,Poppy,Ban,4
51539,Saigon Buffalo,LeBlanc,Ban,5
51539,Team Whales,Sion,Ban,6
51539,Saigon Buffalo,Jax,Pick,7
51539,Team Whales,Renekton,Pick,8
51539,Team Whales,Sejuani,Pick,9
51539,Saigon Buffalo,Viego,Pick,10
51539,Saigon Buffalo,Neeko,Pick,11
51539,Team Whales,Yone,Pick,12
51539,Team Whales,Nocturne,Ban,13
51539,Saigon Buffalo,Kennen,Ban,14
51539,Team Whales,Rell,Ban,15
51539,Saigon Buffalo,Azir,Ban,16
51539,Team Whales,Xayah,Pick,17
51539,Saigon Buffalo,Kaisa,Pick,18
51539,Saigon Buffalo,Leona,Pick,19
51539,Team Whales,Rakan,Pick,20
51541,paiN Gaming,Poppy,Ban,1
51541,FURIA Esports,Ivern,Ban,2
51541,paiN Gaming,Jayce,Ban,3
51541,FURIA Esports,Tristana,Ban,4
51541,paiN Gaming,Rakan,Ban,5
51541,FURIA Esports,Lucian,Ban,6
51541,paiN Gaming,Jax,Pick,7
51541,FURIA Esports,Rumble,Pick,8
51541,FURIA Esports,Wukong,Pick,9
51541,paiN Gaming,Sejuani,Pick,10
51541,paiN Gaming,Ahri,Pick,11
51541,FURIA Esports,Annie,Pick,12
51541,FURIA Esports,Gnar,Ban,13
51541,paiN Gaming,KSante,Ban,14
51541,FURIA Esports,Vi,Ban,15
51541,paiN Gaming,Viego,Ban,16
51541,FURIA Esports,Ashe,Pick,17
51541,paiN Gaming,Kaisa,Pick,18
51541,paiN Gaming,Rell,Pick,19
51541,FURIA Esports,Milio,Pick,20
51542,KaBuM! e-Sports,Rell,Ban,1
51542,Vivo Keyd Stars,Maokai,Ban,2
51542,KaBuM! e-Sports,Gwen,Ban,3
51542,Vivo Keyd Stars,LeBlanc,Ban,4
51542,KaBuM! e-Sports,Tristana,Ban,5
51542,Vivo Keyd Stars,Ivern,Ban,6
51542,KaBuM! e-Sports,Rumble,Pick,7
51542,Vivo Keyd Stars,Renekton,Pick,8
51542,Vivo Keyd Stars,Wukong,Pick,9
51542,KaBuM! e-Sports,Poppy,Pick,10
51542,KaBuM! e-Sports,Jayce,Pick,11
51542,Vivo Keyd Stars,Annie,Pick,12
51542,Vivo Keyd Stars,Azir,Ban,13
51542,KaBuM! e-Sports,Gnar,Ban,14
51542,Vivo Keyd Stars,Cassiopeia,Ban,15
51542,KaBuM! e-Sports,Jax,Ban,16
51542,Vivo Keyd Stars,Xayah,Pick,17
51542,KaBuM! e-Sports,Kaisa,Pick,18
51542,KaBuM! e-Sports,Nautilus,Pick,19
51542,Vivo Keyd Stars,Rakan,Pick,20
51543,Fluxo,Poppy,Ban,1
51543,LOUD,Azir,Ban,2
51543,Fluxo,Rell,Ban,3
51543,LOUD,Tristana,Ban,4
51543,Fluxo,Milio,Ban,5
51543,LOUD,Maokai,Ban,6
51543,Fluxo,Rumble,Pick,7
